기관ID,주소,병원분류,병원분류명,응급의료기관코드,응급의료기관코드명,응급실운영여부(1/2),비고,기관설명상세,간이약도,기관명,대표전화1,응급실전화,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,lng,lat,작업시간
A1100238,서울특별시 성북구 종암로 72 (종암동),B,병원,G099,응급의료기관 이외,2,정기휴무(매주 일요일),"종합검진기관으로 예약환자 진료 등에 따라 내원 전 02-2001-1524 으로 연락주십시오. 진료시간은 평일 07:00 ~ 17:00, 토요일 07:00 ~ 12:00, 일요일 및 공휴일은 운영하지 않습니다. 단, 진료 시작시간은 08:00로 변경될 수 있고, 토요일은 진료가 없을 수 있습니다.",종암동성당 인근,의료법인서광의료재단성북중앙병원,02-919-3404,02-396-9161,1800,1700,1700,1700,1700,1300,1300,1300,900,900,900,900,900,900,900,900,28,0,127.0356099,37.59688443,10:32.0
A1120432,"서울특별시 서초구 명달로 102, 서원빌딩 1-6층 (서초동)",B,병원,G099,응급의료기관 이외,2,24시간 진료(연중무휴),"수지접합,척추,관절 24시간 응급수술",서초구 더 미켈란 아파트 맞은편,올바로병원,02-587-8875,02-2227-7777,2400,2400,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0,0,66,68,127.0043863,37.4862288,15:33.0
A1117622,"서울특별시 강동구 양재대로 1525, 명품빌딩 (천호동)",B,병원,G099,응급의료기관 이외,2,"토요일  정형외과 09:00~13:00 , 내과 09:00~13:00 내과 휴무(공휴일)",올바른 진료! 올바른 치료! 올바른 병원 척추센터 관절센터 내과센터 건강검진 최신형 지멘스 1.5T MRI(관절연골채색) 도입으로 정확한 진단 가능!,"굽은다리역과 길동역 중간 지점에 위치하고 있습니다. 기아오토큐 길동점, 커피생각 있습니다.",올바른서울병원,02-1588-7740,02-2227-7777,1800,1800,1800,1800,1800,1300,2400,2400,900,900,900,900,900,900,0,0,53,16,127.1412951,37.54209985,15:33.0
A1116861,"서울특별시 동대문구 무학로 88 (용두동, 지하2~지상8층)",B,병원,G099,응급의료기관 이외,2,"일요일 ~13:00 예약 평일 휴게시간 13:00-14:00 휴게시간, 진료종료 40분 전 접수마",점심시간 - 12:30~13:30,신동아아파트 근처,왕십리휴병원,02-927-6501,02-2227-7777,1800,1800,1800,1800,1800,1230,1400,1400,830,830,830,830,830,900,1000,1000,25,89,127.0312734,37.57212246,15:34.0
A1100193,"서울특별시 강남구 학동로 445, 우리들병원 (청담동)",B,병원,G099,응급의료기관 이외,2,휴게시간 13:00-14:00(토요일 제외) 진료종료 30분 전 접수마감,신생아ㅇ/수액ㅇ/봉합 가능,청담역 8번 출구,우리들병원,02-513-8000,02-2227-7777,1700,1700,1700,1700,1700,1300,1300,1700,930,930,930,930,930,900,900,930,60,68,127.0496091,37.51909256,15:34.0
A1100042,서울특별시 강서구 하늘길 70 (과해동),A,종합병원,G009,응급실운영신고기관,1,휴게시간 13:00-14:00(토요일 제외) 진료종료 30분 전 접수마감,원인치료 최소절개 척추 관절 전문 서울김포공항 우리들병원,1)지하철 김포공항역 내려서 한국공항공사 출구에서 200m 2)버스 정류장 한국공항공사하차후 100m,우리들병원,02-2660-7500,02-2660-7057,1730,2000,2000,1730,1730,1300,1300,1700,930,930,930,930,930,930,900,930,75,5,126.7963653,37.56199597,15:34.0
A1125101,"서울특별시 강서구 등촌로 15, 3~6층 &#40;화곡동&#41;",B,병원,G099,응급의료기관 이외,2,응급실- 365일 24시간 야간 진료 및 수술 가능,사상체질 8체질 한의원,광흥창역 2번 출구,원탑병원,02-2644-3690,02-2660-7057,2400,2400,2400,2400,2400,2400,2400,1300,0,0,0,0,0,0,0,900,77,86,126.8634683,37.53128769,15:34.0
A1100120,"서울특별시 강서구 마곡중앙5로 22, 지하1,2층 4,11,12층호 (마곡동)",B,병원,G099,응급의료기관 이외,2,휴게시간 12:30-13:30(토요일 제외) 진료종료 30분 전 접수마감 정기휴무(매주 일요일),응급환자인 경우 야간 진료 가능/결석24시간o,발산역 6번출구에서 도보 5분,웰튼병원,02-2690-2000,02-2660-7057,1800,1800,1800,1800,1800,1300,1400,1800,900,900,900,900,900,900,1000,1000,77,88,126.825303,37.56724982,15:34.0
A1124051,"서울특별시 강동구 양재대로 1461, SC MEDI TOWER 2,4,5층 (길동)",B,병원,G099,응급의료기관 이외,2,"휴게시간 13:00~14:00(토요일 제외) 목요일 오후 휴진 금요일 18시 접수 마감, 토요일 09:30 접수 마감, 대기 2시간 이상","소아,청소년 진료 및 평가 후 약물치료,심리상담, 놀이치료,언어치료,인지치료 기관",명일역에서 도보 10분 이상,위드힘병원,02-473-1531,02-2660-7057,1800,1800,1800,1800,1800,1300,1700,1400,900,900,900,900,900,900,1000,1000,53,53,127.139096,37.53639013,15:34.0
A1122901,서울특별시 마포구 신촌로 240 (아현동),B,병원,G099,응급의료기관 이외,2,고도비만 진료 및 복강경 수술 수요일 휴무 / 점심시간 13:00~14:00 입원병동은 365일 24시간 운영,가정의학과 내과 소아과 피부과 등..(주차장 시설완비),위례송파푸르지오아파트 인근,위비앙병원,02-6207-8811,02-2660-7057,1900,1900,1900,1900,1900,1600,1500,1500,1000,1000,1000,1000,1000,900,1000,1000,41,15,126.9524479,37.5569501,15:34.0
A1100187,서울특별시 강서구 강서로 194 (화곡동),B,병원,G099,응급의료기관 이외,2,분만 및 응급 24시간,"내과, 가정의학과, 건강검진, 조기암검진(위, 간, 대장), 종합검사",지하철 5호선 화곡역 1번출구 우장산역 방면으로  직진 도보 5분 이내,유광사여성병원,02-2608-1011,02-2660-7057,2100,2100,2100,2100,2100,1600,1500,1700,800,800,800,800,800,800,1000,900,76,98,126.838881,37.54359166,15:34.0
A1100084,"서울특별시 강남구 압구정로 304, 윤호병원 (지하1층,지하2층,1층~4층,7층)  (신사동)",B,병원,G099,응급의료기관 이외,2,휴게시간 13:00-14:00,류마티스내과 전문병원/ 일반내과 진료 가능,성수대교남단사거리,윤호병원,02-512-0500,02-2660-7057,1800,1800,1800,1800,1800,1300,1600,1600,900,900,900,900,900,900,1000,1000,60,17,127.0344141,37.52884438,15:35.0
A1100152,서울특별시 은평구 연서로 177 (갈현동),B,병원,G009,응급실운영신고기관,1,24시간 응급실 진료,"갑상선,유방,치질,하지정맥류 전문","6호선 구산역 4번출구, 3,6호선 연신내역 6번 출구",은평연세병원,02-388-8114,02-388-0119,1730,1730,1730,1730,1730,1230,1800,1800,830,830,830,830,830,830,1000,1000,33,34,126.9174722,37.61469222,15:35.0
A1100025,"서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)",A,종합병원,G007,지역응급의료기관,1,"휴게시간 12:30-13:30(수,토요일 제외) 건강검진 월, 화, 목, 금요일 07:00-16:00 / 수, 토요일 07:00-10:00","30분 전 진료 마감, 후두내시경으로 이물제거 하지 않음",서대문구청앞 교차로 인근,의료법인동신의료재단동신병원,02-396-9161,02-396-9161,1730,1730,1730,1730,1730,1230,1330,1300,900,900,900,900,900,900,930,900,36,53,126.9365831,37.58110428,15:35.0
A1117377,서울특별시 서대문구 성산로 365-14 (연희동),B,병원,G099,응급의료기관 이외,2,"휴게시간 12:30-13:30(수,토요일 제외) 건강검진 월, 화, 목, 금요일 07:00-16:00 / 수, 토요일 07:00-10:00","30분 전 진료 마감, 후두내시경으로 이물제거 하지 않음",연희교차로 인근,의료법인디에스동서의료재단 동서병원,02-337-1110,02-396-9161,1730,1730,1730,1730,1730,1230,1330,1300,900,900,900,900,900,900,930,900,37,26,126.9302594,37.56466558,15:35.0
A1100260,서울특별시 동대문구 천호대로 20 (신설동),B,병원,G099,응급의료기관 이외,2,"초진은 평일 15:30까지, 토요일 10:30까지 방문해야 진료 가능","30분 전 진료 마감, 후두내시경으로 이물제거 하지 않음",신설동역 9번 출구,의료법인마리아의료재단마리아병원,02-2234-6555,02-396-9161,1600,1600,1600,1600,1600,1200,1330,1300,800,800,800,800,800,800,930,900,25,86,127.0251642,37.57434009,15:35.0
A1100232,"서울특별시 송파구 송이로 152, 마리아 의료재단 새병원 (가락동)",B,병원,G099,응급의료기관 이외,2,"초진은 평일 15:30까지, 토요일 10:30까지 방문해야 진료 가능","30분 전 진료 마감, 후두내시경으로 이물제거 하지 않음",경찰병원역 4번 출구에서 건너말공원 방향,의료법인마리아의료재단마리아병원,02-2152-6555,02-396-9161,1700,1700,1700,1700,1700,1100,1330,1300,730,730,730,730,730,800,930,900,58,29,127.1244081,37.49327756,15:35.0
A1100243,"서울특별시 도봉구 도봉로 446, 강북힘찬병원 (창동)",B,병원,G099,응급의료기관 이외,2,정기휴무(매주 일요일),"종합검진기관으로 예약환자 진료 등에 따라 내원 전 02-2001-1524 으로 연락주십시오. 진료시간은 평일 07:00 ~ 17:00, 토요일 07:00 ~ 12:00, 일요일 및 공휴일은 운영하지 않습니다. 단, 진료 시작시간은 08:00로 변경될 수 있고, 토요일은 진료가 없을 수 있습니다.",쌍문역 2번 출구,의료법인상원의료재단강북힘찬병원,02-1899-2226,02-396-9161,1730,1730,1730,1730,1730,1230,1330,1800,830,830,830,830,830,830,930,900,14,59,127.0333771,37.64566253,15:35.0
A1100041,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",A,종합병원,G006,지역응급의료센터,1,정기휴무(매주 일요일),26개과 289병상 운영 종합병원,서울 관악구 신림동 신림사거리에서 강남방향100미터(지하철2호선1번출구),의료법인서울효천의료재단에이치플러스양지병원,02-1877-8875,070-4665-9119,1730,1730,1730,1730,1730,1230,1330,1800,830,830,830,830,830,830,930,900,87,79,126.9325392,37.48427507,15:35.0
A1117784,"서울특별시 구로구 공원로6가길 4, 고려 수 타워 (구로동)",B,병원,G099,응급의료기관 이외,2,정기휴무(매주 일요일),물리치료 가능,서울 관악구 신림동 신림사거리에서 강남방향100미터(지하철2호선1번출구),의료법인서울효천의료재단에이치플러스자립병원,02-1577-2588,070-4665-9119,1800,1800,1800,1800,1800,1230,1330,1800,830,830,830,830,830,830,930,900,82,96,126.8916001,37.5018901,15:35.0
A1117783,"서울특별시 은평구 통일로 726, 불광메디컬타워 1~12층 (불광동)",B,병원,G099,응급의료기관 이외,2,"정형외과 월~금 오전 9시~오후 7시 / 토요일 오전 9시~오후 3시 / 일요일, 공휴일 오전 10시~오후 5시  한방과 월~금 오전 9시~ 오후 8시 30분 / 토요일 오전 9시~오후 3시  내과 월~금 오전 9시~오후 6시 / 토요일 오전 9시~오후 3시 치과 화,수,금 오전 9시~ 오후 6시 / 월,목 오전 9시~ 오후 8시 30분 / 토요일 오전 9시~오후 1시  점심시간 : 오후 1시~오후 2시",물리치료 가능,불광역 1번 출구,의료법인성누가의료재단성누가병원,02-1660-0075,070-4665-9119,2030,2030,2030,1700,2030,1500,1700,1700,900,900,900,900,900,900,1000,1000,33,68,126.9303285,37.61053038,15:35.0
A1100030,"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",A,종합병원,G009,응급실운영신고기관,1,,물리치료 가능,지하철 4호선 수유역 5번 출구역 정면방향 3분거리,의료법인성화의료재단대한병원,02-903-3232,02-905-9110,1800,1800,1800,1800,1800,1300,1700,1700,900,900,900,900,900,900,1000,1000,10,81,127.0226725,37.63547043,15:35.0
A1100170,"서울특별시 구로구 새말로 15, 2~10층,11층 일부호 (구로동, 삼전 솔하임)",B,병원,G099,응급의료기관 이외,2,"일반 진료 외 클리닉 진료 스케줄 방문 확인은 사전에 홈페이지 및 문의 후 방문 권고 설날, 추석 당일 외래 진료는 휴무 진료는 조기 접수 마감 가능","의료재단 우리아이들병원은 서울 서남권역 최초로 설립된 어린이 병원으로서, 20명의 소아청소년 전문의(소아영상의학과, 소아내분비과, 소아청소년 정신건강의학과, 소아심장과, 소아치과)와 130여 명의 병원 가족들이 함께 우리아이들의 건강을 책임지고 있습니다.",구로역 1번출구 NC백화점에서 스타벅스 커피숍 길건너편 삼전솔하임 2층~9층,의료법인우리아이들의료재단우리아이들병원,02-858-0100,02-905-9110,2400,2400,2400,2400,2400,2400,2400,1800,900,0,0,0,900,900,900,900,82,91,126.8824721,37.50218582,15:35.0
A1100216,서울특별시 성북구 안암로 99 (안암동5가),B,병원,G099,응급의료기관 이외,2,"일반 진료 외 클리닉 진료 스케줄 방문 확인은 사전에 홈페이지 및 문의 후 방문 권고 설날, 추석 당일 외래 진료는 휴무 진료는 조기 접수 마감 가능","의료재단 우리아이들병원은 서울 서남권역 최초로 설립된 어린이 병원으로서, 20명의 소아청소년 전문의(소아영상의학과, 소아내분비과, 소아청소년 정신건강의학과, 소아심장과, 소아치과)와 130여 명의 병원 가족들이 함께 우리아이들의 건강을 책임지고 있습니다.",고대앞사거리 인근,의료법인우신향병원,02-926-7505,02-905-9110,1800,1800,1800,1800,1800,1200,2400,1800,900,900,900,900,900,900,900,900,28,56,127.0312355,37.58487973,15:35.0
A1100255,서울특별시 영등포구 당산로31길 10 (당산동3가),B,병원,G009,응급실운영신고기관,1,응급실 24시간 진료,"의료재단 우리아이들병원은 서울 서남권역 최초로 설립된 어린이 병원으로서, 20명의 소아청소년 전문의(소아영상의학과, 소아내분비과, 소아청소년 정신건강의학과, 소아심장과, 소아치과)와 130여 명의 병원 가족들이 함께 우리아이들의 건강을 책임지고 있습니다.",영등포구청역 3번 출구  영등포구청 옆,의료법인인봉의료재단영등포병원,02-2635-2809,02-2632-0013,1730,1730,1730,1730,1730,1230,2400,1800,830,830,830,830,830,830,900,900,72,56,126.895614,37.52685809,15:35.0
A1100023,서울특별시 은평구 통일로 873 (갈현동),A,종합병원,G007,지역응급의료기관,1,휴게시간 13:00-14:00(토요일 제외) 정기휴무(매주 일요일),"환자 중심의 의료환경으로 다양한 프로그램 운영, 환자의 질환 및 개개인의 특성에 맞는 맞춤형 재활치료 제공, 재활치료의 신 의료기술인 로봇보조정형용운동장치 등 최신 재활치료시스템을 도입해 건강하고 빠른 회복을 돕고 있으며, 화재 및 환자 안전사고 예방 매뉴얼 체계화 등 안전한 병원으로 거듭나고 있습니다.",연신내역 7번 출구,의료법인청구성심병원,02-350-3300,02-383-0129,1730,1730,1730,1730,1730,1220,2100,1300,830,830,830,830,830,830,900,900,33,30,126.919554,37.62079154,15:35.0
A1100248,서울특별시 서초구 서초대로 116 (방배동),B,병원,G099,응급의료기관 이외,2,휴게시간 13:00-14:00(토요일 제외) 정기휴무(매주 일요일),"환자 중심의 의료환경으로 다양한 프로그램 운영, 환자의 질환 및 개개인의 특성에 맞는 맞춤형 재활치료 제공, 재활치료의 신 의료기술인 로봇보조정형용운동장치 등 최신 재활치료시스템을 도입해 건강하고 빠른 회복을 돕고 있으며, 화재 및 환자 안전사고 예방 매뉴얼 체계화 등 안전한 병원으로 거듭나고 있습니다.",내방역 1번 출구,의료법인청해의료재단제일병원,02-586-5557,02-383-0129,1800,1800,1800,1800,1800,1230,2100,1300,900,900,900,900,900,900,900,900,66,64,126.9950527,37.48782915,15:35.0
A1100097,"서울특별시 영등포구 대림로 223 (대림동, 명지춘혜병원)",B,병원,G099,응급의료기관 이외,2,휴게시간 13:00-14:00(토요일 제외) 정기휴무(매주 일요일),뇌졸중 재활치료전문병원,대림3동 사거리  서울신영초교 앞,의료법인춘혜의료재단명지춘혜재활병원,02-3284-7777,02-383-0129,1700,1700,1700,1700,1700,1200,2100,1300,850,850,850,850,850,830,900,900,73,78,126.8970272,37.5006467,15:35.0
A1100075,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",A,종합병원,G007,지역응급의료기관,1,응급실운영시간 : 24시간,건강검진센터를 포함한 모든 진료과가 08시(오전 8시) 부터 시작합니다.,7호선 상봉역 5번출구에서 구리방향버스 탑승,의료법인풍산의료재단동부제일병원,02-437-5011,02-490-8880,1730,1730,1730,1730,1730,1230,2100,1300,800,800,800,800,800,800,900,900,20,63,127.1090292,37.60067565,15:35.0
A1100259,서울특별시 중랑구 공릉로 76 (묵동),B,병원,G099,응급의료기관 이외,2,점심시간(12:30~13:30),의료법인한국의료재단,태릉입구역7번출구 200m,의료법인한국의료재단프라임병원,02-975-7500,02-490-8880,1800,1800,1800,1800,1800,1230,2100,1800,900,900,900,900,900,930,900,800,20,19,127.07946,37.61722836,15:35.0
A1100020,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",A,종합병원,G006,지역응급의료센터,1,토요진료 한시적 중단,의료법인한국의료재단,쌍문역 3번 출구,의료법인한전의료재단한일병원,02-901-3114,02-901-3119,1730,1730,1730,1730,1730,1230,2100,1800,900,900,900,900,900,900,900,800,14,50,127.0290242,37.6461157,15:35.0
A1100242,서울특별시 은평구 응암로 164 (응암동),B,병원,G099,응급의료기관 이외,2,"산부인과 진료시간 기준, 산부인과 응급진료 및 분만은 24시간 가능합니다. 소아청소년과 및 내과는 진료 시간 다르므로 전화 문의 후 내원 바랍니다.","안녕하세요 잠실역 9번출구 옆 인애한의원입니다. 항상 정성을 다해 치료하고 있습니다.  본원은 일반 근 골격 통증 및 침구치료, 약침, 추나치료를 위주로 하고있으며,  그외 여성질환, 자동차보험치료, 피부질환치료, 산후관리, 두통및 위장치료를 주로 하고 있습니다.  예약문의 02-2042-7582 카카오ID : Bphani",응암동 감자국거리 인근,인정병원,02-309-0909,02-6986-5119,1730,1730,1730,1730,1730,1300,1700,1300,830,830,830,830,830,900,930,900,34,78,126.9165913,37.58658827,15:36.0
A1100016,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",A,종합병원,G006,지역응급의료센터,1,"산부인과 진료시간 기준, 산부인과 응급진료 및 분만은 24시간 가능합니다. 소아청소년과 및 내과는 진료 시간 다르므로 전화 문의 후 내원 바랍니다.","안녕하세요 잠실역 9번출구 옆 인애한의원입니다. 항상 정성을 다해 치료하고 있습니다.  본원은 일반 근 골격 통증 및 침구치료, 약침, 추나치료를 위주로 하고있으며,  그외 여성질환, 자동차보험치료, 피부질환치료, 산후관리, 두통및 위장치료를 주로 하고 있습니다.  예약문의 02-2042-7582 카카오ID : Bphani",중계역 1번 출구,인제대학교상계백병원,02-950-1114,02-950-1119,1700,1700,1700,1700,1700,1200,1700,1300,830,830,830,830,830,830,930,900,17,57,127.0631162,37.64858127,15:36.0
A1121830,"서울특별시 노원구 노원로 416, 파로스병원 (상계동)",B,병원,G099,응급의료기관 이외,2,점심시간 오후1시~2시,재활 중심 파라솔요양병원,브라운스톤상가 202,파로스병원,29388540,02-3468-3060,2000,1800,1800,2000,1800,1400,1300,1500,900,900,900,900,900,900,900,900,17,4,127.0274531,37.52337496,55:34.0
A1121702,"서울특별시 서초구 서운로 220, 대지스포츠프라자 4층 (서초동)",B,병원,G099,응급의료기관 이외,2,토요일 매달 셋째 주 운영 30분 전 접수 마감,여성질환 한의원입니다.,신천역 8번 출구,자이비뇨의학과병원,02-6207-5678,02-950-1119,1800,1800,1800,1800,1800,1800,1600,1500,900,900,900,900,900,900,1100,930,66,9,127.0217619,37.50271125,15:37.0
A1120643,서울특별시 관악구 남부순환로 1867 (봉천동),B,병원,G099,응급의료기관 이외,2,"점심시간 13:00~14:00 / 2,4주 토요일 휴진 / 3번째 주 목요일 휴진","내과(예방접종,수액치료),외과, 항문 질환(치질), 공단+종합검진(위,대장내시경), 단일복강경수술(대장암, 맹장염, 탈장, 담낭)",충정로역 6번출구,장튼위튼병원,02-878-7119,02-950-1119,1700,1700,1700,1700,1700,1230,1500,1500,830,830,830,830,830,830,900,900,87,39,126.9573051,37.47982869,15:37.0
A1118827,"서울특별시 강남구 영동대로 225, 경희한방병원 1층일부,2,3,8층 (대치동)",B,병원,G099,응급의료기관 이외,2,도수치료 ~21시까지,9:30~10시 이전은 진료 유동적임.(사전전화요),지하철3호선 학여울역 1번출구. 대치우성아파트 교차로 인근,재단법인대한스포츠의학재단강남나무병원,02-508-5995,02-950-1119,1800,1800,1800,1800,1800,1300,1500,1500,900,900,900,900,900,900,900,900,62,83,127.0675782,37.49920631,15:37.0
A1122381,서울특별시 성동구 왕십리로 382 (하왕십리동),A,종합병원,G009,응급실운영신고기관,1,도수치료 ~21시까지,9:30~10시 이전은 진료 유동적임.(사전전화요),내방역 7번 출구 인근,재단법인베스티안재단베스티안서울병원,02-3452-7575,02-6211-7965,1800,1800,1800,1800,1800,1300,1500,1500,900,900,900,900,900,900,900,900,47,1,127.0280198,37.56511028,15:37.0
A1100009,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",A,종합병원,G006,지역응급의료센터,1,공휴일은 응급진료만 가능 토요일 성형외과,9:30~10시 이전은 진료 유동적임.(사전전화요),잠실나루역 셔틀버스,재단법인아산사회복지재단서울아산병원,02-3010-3114,02-3010-3333,1730,1730,1730,1730,1730,1300,1500,1500,830,830,830,830,830,900,900,900,55,5,127.1082383,37.52656397,15:37.0
A1100179,서울특별시 동작구 양녕로 283 (상도1동),B,병원,G099,응급의료기관 이외,2,휴게시간 13:00~14:00(토요일 제외),"동작구 최고의 정동병원은 임상 경험이 풍부한 정형외과, 신경외과, 마취통증의학과, 내과등의 전문의들이 모여 진료만큼은 검사, 진단, 수술, 치료에 이르기까지 고객이 만족할 수 있는 최상의 진료 서비스를 제공하고 지역주민이 신뢰하고 먼저 찾을 수 있는 내 집같이 편안하고 따뜻한 병원으로 나아가고 있습니다.",지하철 상도역 4번출구 200M(상도터널 입구),정동병원,02-810-7900,02-3010-3333,1800,1800,1800,1800,1800,1300,1300,1830,900,900,900,900,900,900,900,900,69,19,126.9494387,37.50494982,15:37.0
A1100005,서울특별시 양천구 안양천로 1071 (목동),A,종합병원,G001,권역응급의료센터,1,휴게시간 12:30-14:00(토요일 제외) 정기휴무(매주 일요일),평일 외래진료시간 진료과목별 차이운영,"당산역, 영등포구청역, 오목교역에서 셔틀버스 이용",이화여자대학교의과대학부속목동병원,02-2650-5114,02-2650-5911,1730,1730,1730,1730,1730,1200,1800,1830,800,800,800,800,800,900,1000,930,79,85,126.886216,37.53654283,15:36.0
A1120796,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",A,종합병원,G006,지역응급의료센터,1,휴게시간 12:30-14:00(토요일 제외) 정기휴무(매주 일요일),평일 외래진료시간 진료과목별 차이운영,"당산역, 영등포구청역, 오목교역에서 셔틀버스 이용",이화여자대학교의과대학부속서울병원,1522-7000,02-6986-5119,1700,1700,1700,1700,1700,1200,1800,1830,830,830,830,830,830,830,1000,930,78,4,126.8362659,37.55726115,15:36.0
A1100118,서울특별시 광진구 자양로 215 (구의동),B,병원,G099,응급의료기관 이외,2,휴게시간 13:00~14:00(토요일 제외) 진료종료 20분 전 접수마감,"수요일 야간 진료는 예약환자만 진료가능, 상황에 따라 시간변동가능",5호선 아차산역 3번출구 구의사거리 방향 도보 10분,제니스병원,02-3436-8888,02-3010-3333,1800,1800,1800,1800,1800,1300,1800,1230,900,900,900,900,900,900,1300,830,49,93,127.0864468,37.54651322,15:37.0
A1100177,"서울특별시 강남구 선릉로 571 (역삼동, KS병원)",B,병원,G099,응급의료기관 이외,2,토요일 격주휴무,하지정맥류진료,선정릉역 4번 출구,케이에스병원,02-538-0075,02-3468-3060,1800,1800,1800,1800,1800,1300,1800,1300,900,900,900,900,900,900,900,900,61,43,127.043943,37.50931792,56:25.0
A1100176,"서울특별시 강남구 영동대로 726, 경일빌딩 1~14층, 지하1~2층, 지하4~5층 (청담동)",B,병원,G099,응급의료기관 이외,2,휴게시간 13:00-14:00 휴게시간 및 진료종료 30분 전 접수마감(접수마감은 상황에 따라 조기마감 될 수 있음.),"점심13~14 저녁17:30~18:00(19:00분까지 야간접수),토요일 점심 12~13",청담역 14번 출구,제일정형외과병원,02-501-6868,02-3010-3333,1730,1730,1730,1730,1730,1300,1300,1400,900,900,900,900,900,900,900,900,60,75,127.0561406,37.52282078,15:38.0
A1100100,서울특별시 강동구 천호대로170길 19 (성내동),B,병원,G099,응급의료기관 이외,2,"정상진료시간 주중 월~금 09~18시, 토09~13시 연장진료시간 주중 월~금 18~19시, 토13~15시, 일10~16시, 공휴일 10~16시  *** 연장진료시간 및 공휴일 진료운영 시간은 사전 예고없이 변경될수 있으니 필히 내원전 전화확인 바랍니다. TEL)02-487-1121","2012년 강동구 성내동에서 개원했으며  진료과목은 정형외과, 신경외과, 내과 가 있으며 관절센터, 척추센터, 내시경센터, 건강검진센터, 입원실, 주사실을 운영하고 있습니다. MRI, CT, 초음파, MAMMO등 특수장비를 갖추고 있으며 도수치료, 물리치료센터, 공단검진을 하고 있습니다.",강동역 3번 출구에서 도보로 1분거리,조은마디병원,02-487-1121,02-3010-3333,1900,1900,1900,1900,1700,1300,1400,1400,900,900,900,900,900,900,1000,1000,53,81,127.1332113,37.53436263,15:38.0
A1100198,서울특별시 관악구 난곡로 215 (신림동),B,병원,G099,응급의료기관 이외,2,점심시간: 13:00~14:00 화요일(야간진료): 17:00~18:00,점심시간 12:30~13:30,석계역 근처/,조인트힐병원,02-1899-7272,02-3010-3333,1800,1800,1800,1800,1800,1300,1400,1830,900,900,900,900,900,900,1000,900,88,64,126.9175474,37.47372835,15:38.0
A1124141,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",B,병원,G099,응급의료기관 이외,2,"휴게시간 13:00~14:00(토,일,공휴일 제외) 대기환자 많으면 조기 접수마감 될 수 있습니다. 일요일,공휴일은 방문 접수만 가능(에버메디 예약 불가)","27년째 비수술로만 치료, 양한방 협진 통합치료의 역사를 만들어나가고 있는 서초 장덕한방병원입니다.",신내지하차도 교차로 인근 국민은행 옆,장스여성병원,02-490-4000,02-950-1119,2000,2000,2000,2000,2000,1700,1700,1700,900,900,900,900,730,730,900,900,20,73,127.0975614,37.59970874,15:37.0
A1100088,서울특별시 중랑구 망우로 411  (망우동),B,병원,G099,응급의료기관 이외,2,24시간 분만가능,"27년째 비수술로만 치료, 양한방 협진 통합치료의 역사를 만들어나가고 있는 서초 장덕한방병원입니다.",신내지하차도 교차로 인근 국민은행 옆,장스여성병원(본관),02-490-4000,02-950-1119,2000,2000,2000,2000,2000,1700,1700,1700,900,900,900,900,730,730,900,900,20,73,127.0978916,37.59959692,15:37.0
A1100134,서울특별시 노원구 동일로 987 (공릉동),B,병원,G099,응급의료기관 이외,2,예약제운영하므로 방문전 전화확인필요합니다.,"전립선비대증, 요실금 배뇨장애와 요로결석을 진료하고 검사하는 의원입니다. 약물 치료와 수술적인 치료가 가능합니다.",태릉입구역 2번 출구,태능마이크로병원,02-970-0801,02-3468-3060,1800,1800,1800,1800,1800,1300,1800,1300,900,900,900,900,900,900,900,930,18,61,127.074943,37.61825438,56:16.0
A1100003,서울특별시 동작구 흑석로 102 (흑석동),A,종합병원,G006,지역응급의료센터,1,휴게시간 13:00-14:00 휴게시간 및 진료종료 5분 전 접수마감,점심시간 1~2시 공휴일은 전화 확인 후 방문,지하철 9호선 흑석역 4번 출구에서 도보 3분,중앙대학교병원,1800-1114,02-6299-1338,1630,1630,1630,1630,1630,1200,1400,1300,830,830,830,830,830,830,900,900,69,73,126.9607938,37.50707428,15:38.0
A1117555,"서울특별시 강남구 영동대로 626, 2~10층 (삼성동, GNG병원빌딩)",B,병원,G099,응급의료기관 이외,2,평일 점심시간 13:00~14:00 진료종료 20분 전 접수마감,소아언어치료,봉은사역 3번 출구 인근,지앤지병원,1522-2030,02-6299-1338,1830,1830,1830,1830,1830,1630,1500,1500,900,900,900,900,900,930,900,900,60,81,127.0596871,37.51625586,15:38.0
